Step,Instant_Acc,Avg_Acc
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,100.0,20.0
5,0.0,16.666667938232422
6,100.0,28.571430206298828
7,0.0,25.0
8,0.0,22.22222328186035
9,0.0,20.0
10,0.0,18.18181800842285
11,0.0,16.666667938232422
12,0.0,15.384615898132324
13,0.0,14.285715103149414
14,0.0,13.333333969116211
15,0.0,12.5
16,0.0,11.764705657958984
17,0.0,11.111111640930176
18,0.0,10.526315689086914
19,0.0,10.0
20,0.0,9.523809432983398
21,0.0,9.090909004211426
22,100.0,13.043478965759277
23,0.0,12.5
24,0.0,12.0
25,0.0,11.538461685180664
26,0.0,11.111111640930176
27,0.0,10.714285850524902
28,0.0,10.344827651977539
29,100.0,13.333333969116211
30,0.0,12.90322494506836
31,0.0,12.5
32,0.0,12.121212005615234
33,0.0,11.764705657958984
34,0.0,11.428571701049805
35,0.0,11.111111640930176
36,100.0,13.513513565063477
37,0.0,13.1578950881958
38,100.0,15.384615898132324
39,100.0,17.5
40,0.0,17.073169708251953
41,0.0,16.66666603088379
42,0.0,16.279069900512695
43,0.0,15.909090995788574
44,0.0,15.555556297302246
45,0.0,15.217391967773438
46,0.0,14.893616676330566
47,0.0,14.583333969116211
48,0.0,14.285714149475098
49,0.0,14.0
50,0.0,13.72549057006836
51,0.0,13.461539268493652
52,0.0,13.207547187805176
53,0.0,12.962963104248047
54,0.0,12.727272033691406
55,0.0,12.500000953674316
56,100.0,14.035087585449219
57,0.0,13.793103218078613
58,0.0,13.559322357177734
59,0.0,13.333333969116211
60,100.0,14.754097938537598
61,0.0,14.516128540039062
62,0.0,14.285715103149414
63,0.0,14.0625
64,0.0,13.84615421295166
65,0.0,13.636363983154297
66,0.0,13.432835578918457
67,0.0,13.235294342041016
68,0.0,13.043478965759277
69,0.0,12.85714340209961
70,0.0,12.676055908203125
71,100.0,13.88888931274414
72,0.0,13.698630332946777
73,0.0,13.513513565063477
74,0.0,13.333333969116211
75,0.0,13.1578950881958
76,0.0,12.98701286315918
77,100.0,14.102563858032227
78,0.0,13.924051284790039
79,100.0,15.0
80,0.0,14.814814567565918
81,0.0,14.634145736694336
82,0.0,14.457830429077148
83,0.0,14.285714149475098
84,0.0,14.117647171020508
85,0.0,13.95348834991455
86,0.0,13.793103218078613
87,0.0,13.636363983154297
88,0.0,13.483146667480469
89,0.0,13.333333969116211
90,0.0,13.186813354492188
91,0.0,13.043478965759277
92,0.0,12.903225898742676
93,0.0,12.76595687866211
94,0.0,12.631579399108887
95,0.0,12.5
96,0.0,12.371133804321289
97,0.0,12.244897842407227
98,0.0,12.121212005615234
99,0.0,12.0
100,0.0,11.88118839263916
101,0.0,11.7647066116333
102,100.0,12.621358871459961
103,0.0,12.5
104,0.0,12.380952835083008
105,0.0,12.264151573181152
106,100.0,13.084112167358398
107,0.0,12.962963104248047
108,0.0,12.844036102294922
109,100.0,13.63636302947998
110,0.0,13.513513565063477
111,0.0,13.392857551574707
112,0.0,13.274335861206055
113,0.0,13.1578950881958
114,0.0,13.043478012084961
115,0.0,12.931034088134766
116,0.0,12.820513725280762
117,0.0,12.711864471435547
118,0.0,12.605042457580566
119,0.0,12.500000953674316
120,0.0,12.396693229675293
121,0.0,12.29508113861084
122,0.0,12.195121765136719
123,0.0,12.096774101257324
124,100.0,12.800000190734863
125,100.0,13.492064476013184
126,0.0,13.38582706451416
127,0.0,13.28125
128,0.0,13.17829418182373
129,0.0,13.076923370361328
130,0.0,12.977099418640137
131,0.0,12.878787994384766
132,0.0,12.781954765319824
133,0.0,12.686567306518555
134,0.0,12.592592239379883
135,0.0,12.5
136,0.0,12.408759117126465
137,0.0,12.318840980529785
138,0.0,12.230216026306152
139,0.0,12.142857551574707
140,0.0,12.056736946105957
141,0.0,11.971830368041992
142,0.0,11.88811206817627
143,0.0,11.80555534362793
144,0.0,11.724138259887695
145,0.0,11.643835067749023
146,0.0,11.56462574005127
147,0.0,11.486486434936523
148,100.0,12.080536842346191
149,0.0,12.0
150,0.0,11.92052936553955
151,0.0,11.8421049118042
152,0.0,11.764705657958984
153,0.0,11.688311576843262
154,0.0,11.612902641296387
155,0.0,11.538461685180664
156,0.0,11.46496868133545
157,0.0,11.39240550994873
158,0.0,11.320754051208496
159,0.0,11.25
160,100.0,11.80124282836914
161,0.0,11.728395462036133
162,0.0,11.656441688537598
163,0.0,11.585365295410156
164,0.0,11.515151023864746
165,0.0,11.445782661437988
166,0.0,11.377245903015137
167,0.0,11.309523582458496
168,0.0,11.242603302001953
169,0.0,11.176470756530762
170,100.0,11.695906639099121
171,0.0,11.627906799316406
172,0.0,11.560693740844727
173,100.0,12.068965911865234
174,0.0,12.0
175,0.0,11.931818962097168
176,0.0,11.86440658569336
177,0.0,11.79775333404541
178,0.0,11.731842994689941
179,0.0,11.666666984558105
180,100.0,12.154696464538574
181,0.0,12.087912559509277
182,0.0,12.021857261657715
183,0.0,11.956521987915039
184,100.0,12.432433128356934
185,0.0,12.365591049194336
186,0.0,12.29946517944336
187,0.0,12.234042167663574
188,0.0,12.1693115234375
189,0.0,12.105263710021973
190,0.0,12.041885375976562
191,100.0,12.5
192,0.0,12.435233116149902
193,0.0,12.371133804321289
194,0.0,12.307692527770996
195,0.0,12.244897842407227
196,0.0,12.182741165161133
197,0.0,12.121212005615234
198,0.0,12.060301780700684
199,0.0,12.0
200,0.0,11.940298080444336
201,0.0,11.88118839263916
202,0.0,11.822659492492676
203,0.0,11.7647066116333
204,0.0,11.707317352294922
205,0.0,11.65048599243164
206,0.0,11.594202995300293
207,0.0,11.538461685180664
208,0.0,11.483253479003906
209,0.0,11.428571701049805
210,0.0,11.374407768249512
211,100.0,11.792452812194824
212,0.0,11.737089157104492
213,0.0,11.682242393493652
214,0.0,11.627906799316406
215,0.0,11.574073791503906
216,0.0,11.520737648010254
217,100.0,11.926605224609375
218,0.0,11.872145652770996
219,0.0,11.818181037902832
220,0.0,11.7647066116333
221,0.0,11.711711883544922
222,0.0,11.65919303894043
223,0.0,11.60714340209961
224,0.0,11.555556297302246
225,100.0,11.94690227508545
226,0.0,11.894272804260254
227,0.0,11.8421049118042
228,0.0,11.790392875671387
229,0.0,11.739130020141602
230,100.0,12.121212005615234
231,0.0,12.068965911865234
232,100.0,12.446352005004883
233,0.0,12.393162727355957
234,0.0,12.340425491333008
235,100.0,12.711864471435547
236,100.0,13.080167770385742
237,100.0,13.445379257202148
238,100.0,13.807531356811523
239,100.0,14.166666984558105
240,100.0,14.522822380065918
241,0.0,14.462809562683105
242,0.0,14.403291702270508
243,0.0,14.344261169433594
244,0.0,14.285713195800781
245,100.0,14.634145736694336
246,0.0,14.574898719787598
247,0.0,14.516128540039062
248,100.0,14.859436988830566
249,0.0,14.80000114440918
250,0.0,14.741036415100098
251,100.0,15.079365730285645
252,0.0,15.019762992858887
253,0.0,14.9606294631958
254,0.0,14.901961326599121
255,100.0,15.234375
256,0.0,15.175097465515137
257,0.0,15.116278648376465
258,100.0,15.444015502929688
259,0.0,15.384614944458008
260,0.0,15.32567024230957
261,0.0,15.267175674438477
262,0.0,15.209125518798828
263,0.0,15.15151596069336
264,0.0,15.094339370727539
265,0.0,15.03759479522705
266,0.0,14.981273651123047
267,0.0,14.925373077392578
268,0.0,14.869888305664062
269,0.0,14.814814567565918
270,0.0,14.760148048400879
271,0.0,14.70588207244873
272,100.0,15.018315315246582
273,0.0,14.96350383758545
274,0.0,14.909090995788574
275,0.0,14.855072975158691
276,0.0,14.801444053649902
277,0.0,14.748201370239258
278,0.0,14.695340156555176
279,0.0,14.642857551574707
280,0.0,14.590746879577637
281,0.0,14.539006233215332
282,0.0,14.487632751464844
283,0.0,14.436619758605957
284,0.0,14.385965347290039
285,0.0,14.335663795471191
286,0.0,14.285714149475098
287,0.0,14.236111640930176
288,0.0,14.186851501464844
289,0.0,14.137930870056152
290,0.0,14.089346885681152
291,0.0,14.041095733642578
292,0.0,13.993173599243164
293,0.0,13.945577621459961
294,100.0,14.237287521362305
295,0.0,14.189189910888672
296,0.0,14.141413688659668
297,0.0,14.09395980834961
298,0.0,14.046822547912598
299,0.0,14.0
300,0.0,13.95348834991455
301,0.0,13.9072847366333
302,0.0,13.8613862991333
303,0.0,13.815789222717285
304,0.0,13.770491600036621
305,0.0,13.72549057006836
306,0.0,13.680781364440918
307,100.0,13.961038589477539
308,0.0,13.915858268737793
309,0.0,13.870967864990234
310,0.0,13.826366424560547
311,0.0,13.782051086425781
