Step,Instant_Acc,Avg_Acc
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,100.0,6.6666669845581055
15,0.0,6.25
16,100.0,11.764705657958984
17,100.0,16.66666603088379
18,0.0,15.789473533630371
19,100.0,20.0
20,0.0,19.047618865966797
21,0.0,18.18181800842285
22,0.0,17.39130401611328
23,0.0,16.666667938232422
24,0.0,16.0
25,0.0,15.384615898132324
26,0.0,14.814814567565918
27,100.0,17.85714340209961
28,100.0,20.689655303955078
29,0.0,20.000001907348633
30,0.0,19.35483741760254
31,0.0,18.75
32,0.0,18.18181800842285
33,0.0,17.647058486938477
34,0.0,17.14285659790039
35,0.0,16.66666603088379
36,100.0,18.91891860961914
37,0.0,18.421052932739258
38,0.0,17.948719024658203
39,100.0,20.0
40,0.0,19.51219367980957
41,0.0,19.047618865966797
42,0.0,18.604650497436523
43,0.0,18.18181800842285
44,0.0,17.77777862548828
45,0.0,17.39130401611328
46,0.0,17.021276473999023
47,0.0,16.666667938232422
48,0.0,16.32653045654297
49,0.0,16.0
50,0.0,15.686275482177734
51,0.0,15.384615898132324
52,0.0,15.094339370727539
53,0.0,14.814814567565918
54,0.0,14.545454025268555
55,0.0,14.285715103149414
56,100.0,15.789473533630371
57,0.0,15.517241477966309
58,100.0,16.94915199279785
59,100.0,18.33333396911621
60,100.0,19.672130584716797
61,100.0,20.967741012573242
62,0.0,20.63492202758789
63,0.0,20.3125
64,0.0,20.0
65,0.0,19.696969985961914
66,0.0,19.402984619140625
67,0.0,19.117647171020508
68,0.0,18.840579986572266
69,0.0,18.571428298950195
70,0.0,18.309858322143555
71,100.0,19.44444465637207
72,0.0,19.178081512451172
73,0.0,18.91891860961914
74,0.0,18.666667938232422
75,0.0,18.421052932739258
76,0.0,18.18181800842285
77,100.0,19.230770111083984
78,0.0,18.987342834472656
79,0.0,18.75
80,0.0,18.518518447875977
81,0.0,18.292682647705078
82,0.0,18.072288513183594
83,0.0,17.85714340209961
84,0.0,17.647058486938477
85,0.0,17.44186019897461
86,0.0,17.241378784179688
87,0.0,17.045455932617188
88,0.0,16.853933334350586
89,100.0,17.77777862548828
90,0.0,17.58241844177246
91,0.0,17.39130401611328
92,0.0,17.204301834106445
93,0.0,17.021276473999023
94,0.0,16.842105865478516
95,0.0,16.666667938232422
96,0.0,16.494844436645508
97,0.0,16.32653045654297
98,0.0,16.1616153717041
99,0.0,16.0
100,0.0,15.841584205627441
101,0.0,15.686275482177734
102,100.0,16.504854202270508
103,0.0,16.346155166625977
104,0.0,16.19047737121582
105,0.0,16.037736892700195
106,0.0,15.887849807739258
107,0.0,15.740740776062012
108,0.0,15.596329689025879
109,100.0,16.363636016845703
110,0.0,16.216217041015625
111,0.0,16.071430206298828
112,0.0,15.929203033447266
113,0.0,15.789473533630371
114,0.0,15.652173042297363
115,0.0,15.517241477966309
116,0.0,15.384615898132324
117,0.0,15.254237174987793
118,0.0,15.12605094909668
119,0.0,15.000000953674316
120,0.0,14.876032829284668
121,100.0,15.573769569396973
122,0.0,15.44715404510498
123,0.0,15.322580337524414
124,0.0,15.200000762939453
125,0.0,15.079365730285645
126,0.0,14.9606294631958
127,0.0,14.84375
128,0.0,14.728682518005371
129,0.0,14.615385055541992
130,0.0,14.503816604614258
131,0.0,14.393939971923828
132,0.0,14.285715103149414
133,100.0,14.925373077392578
134,0.0,14.814814567565918
135,0.0,14.70588207244873
136,0.0,14.598540306091309
137,0.0,14.492753982543945
138,0.0,14.388489723205566
139,0.0,14.285714149475098
140,0.0,14.184396743774414
141,0.0,14.08450698852539
142,0.0,13.986013412475586
143,100.0,14.583333015441895
144,0.0,14.482758522033691
145,100.0,15.068492889404297
146,0.0,14.965986251831055
147,0.0,14.86486530303955
148,100.0,15.43624210357666
149,0.0,15.333333969116211
150,0.0,15.23178768157959
151,0.0,15.131579399108887
152,0.0,15.032679557800293
153,0.0,14.935065269470215
154,0.0,14.838709831237793
155,0.0,14.743590354919434
156,100.0,15.286624908447266
157,100.0,15.822785377502441
158,0.0,15.72326946258545
159,100.0,16.25
160,100.0,16.770187377929688
161,0.0,16.66666603088379
162,0.0,16.564416885375977
163,0.0,16.46341323852539
164,0.0,16.363636016845703
165,0.0,16.265060424804688
166,0.0,16.167665481567383
167,0.0,16.071428298950195
168,0.0,15.97633171081543
169,0.0,15.882352828979492
170,100.0,16.374269485473633
171,0.0,16.279069900512695
172,0.0,16.18497085571289
173,100.0,16.66666603088379
174,0.0,16.571428298950195
175,0.0,16.47727394104004
176,0.0,16.384180068969727
177,0.0,16.29213523864746
178,0.0,16.20111656188965
179,0.0,16.11111068725586
180,100.0,16.574586868286133
181,0.0,16.483516693115234
182,0.0,16.393442153930664
183,0.0,16.30434799194336
184,0.0,16.216217041015625
185,0.0,16.129032135009766
186,0.0,16.042781829833984
187,0.0,15.957446098327637
188,0.0,15.873015403747559
189,0.0,15.789474487304688
190,0.0,15.706806182861328
191,100.0,16.14583396911621
192,100.0,16.580310821533203
193,0.0,16.494844436645508
194,100.0,16.923076629638672
195,100.0,17.346939086914062
196,100.0,17.766496658325195
197,0.0,17.676767349243164
198,100.0,18.090452194213867
199,100.0,18.5
200,0.0,18.407958984375
201,0.0,18.316831588745117
202,0.0,18.226600646972656
203,0.0,18.13725471496582
204,0.0,18.04878044128418
205,0.0,17.961164474487305
206,0.0,17.8743953704834
207,0.0,17.788461685180664
208,0.0,17.70334815979004
209,0.0,17.619049072265625
210,0.0,17.535545349121094
211,100.0,17.924528121948242
212,0.0,17.840375900268555
213,0.0,17.757009506225586
214,0.0,17.674419403076172
215,0.0,17.592592239379883
216,0.0,17.511520385742188
217,100.0,17.889907836914062
218,0.0,17.808218002319336
219,0.0,17.727272033691406
220,0.0,17.64706039428711
221,0.0,17.567567825317383
222,0.0,17.48879051208496
223,0.0,17.410715103149414
224,0.0,17.33333396911621
225,0.0,17.256637573242188
226,0.0,17.18061637878418
227,0.0,17.105262756347656
228,0.0,17.030567169189453
229,0.0,16.956520080566406
230,100.0,17.316017150878906
231,0.0,17.241378784179688
232,100.0,17.596567153930664
233,0.0,17.5213680267334
234,0.0,17.446807861328125
235,100.0,17.79660987854004
236,100.0,18.14345932006836
237,100.0,18.487396240234375
238,100.0,18.82845115661621
239,100.0,19.166667938232422
240,0.0,19.08713722229004
241,100.0,19.421485900878906
242,0.0,19.341562271118164
243,0.0,19.26229476928711
244,0.0,19.183671951293945
245,100.0,19.51219367980957
246,0.0,19.433198928833008
247,0.0,19.35483741760254
248,100.0,19.678714752197266
249,0.0,19.600000381469727
250,0.0,19.521913528442383
251,0.0,19.44444465637207
252,0.0,19.367589950561523
253,100.0,19.685039520263672
254,0.0,19.60784339904785
255,100.0,19.921875
256,0.0,19.844358444213867
257,0.0,19.76744270324707
258,0.0,19.691120147705078
259,0.0,19.615385055541992
260,0.0,19.54022979736328
261,0.0,19.465648651123047
262,100.0,19.771862030029297
263,0.0,19.696969985961914
264,0.0,19.622642517089844
265,0.0,19.548871994018555
266,100.0,19.850187301635742
267,0.0,19.776119232177734
268,0.0,19.70260238647461
269,100.0,20.0
270,0.0,19.926198959350586
271,0.0,19.852941513061523
272,100.0,20.146520614624023
273,0.0,20.0729923248291
274,0.0,20.0
275,0.0,19.927536010742188
276,0.0,19.855594635009766
277,0.0,19.7841739654541
278,0.0,19.7132625579834
279,0.0,19.64285659790039
280,0.0,19.572954177856445
281,0.0,19.5035457611084
282,0.0,19.434629440307617
283,0.0,19.36619758605957
284,0.0,19.298246383666992
285,0.0,19.23076820373535
286,0.0,19.16376304626465
287,0.0,19.09722328186035
288,0.0,19.031143188476562
289,0.0,18.965517044067383
290,0.0,18.900344848632812
291,0.0,18.835617065429688
292,0.0,18.771329879760742
293,0.0,18.707483291625977
294,0.0,18.644067764282227
295,0.0,18.58108139038086
296,0.0,18.518518447875977
297,0.0,18.456375122070312
298,0.0,18.394649505615234
299,0.0,18.33333396911621
300,0.0,18.272424697875977
301,0.0,18.2119197845459
302,0.0,18.15181541442871
303,0.0,18.092105865478516
304,0.0,18.032787322998047
305,0.0,17.97385597229004
306,0.0,17.915307998657227
307,100.0,18.18181800842285
308,0.0,18.12297821044922
309,0.0,18.064516067504883
310,0.0,18.00642967224121
311,0.0,17.948719024658203
